Protein.IDs	Gene	meanCN4abs	meanCN22abs	meanCN38abs	meanCN75abs	mean_hGRabs	sdCN4abs	sdCN22abs	sdCN38abs	sdCN75abs	sd_hGRabs
P32563	YOR270C	6.41E-07	2.39E-06	1.93E-06	1.59E-06	3.93E-07	1.45E-07	2.28E-07	1.40E-07	1.43E-07	5.13E-08
P32564	YGR049W	9.61E-07	7.69E-07	4.70E-07	3.96E-07	3.01E-07	7.13E-08	6.95E-09	1.08E-08	1.78E-08	2.41E-08
P32565	YIL075C	1.67E-06	2.09E-06	1.44E-06	1.14E-06	9.93E-07	1.28E-07	4.74E-08	2.68E-08	8.00E-08	8.54E-08
P32566	YGR229C	3.52E-07	3.79E-07	2.45E-07	2.29E-07	2.78E-07	1.45E-09	3.79E-08	3.33E-08	2.02E-08	9.39E-09
P32567	YMR165C	9.24E-08	9.54E-08	5.49E-08	5.39E-08	5.47E-08	2.30E-09	3.19E-08	2.15E-08	1.01E-08	3.60E-09
P32568	YDR011W	1.62E-08	NA	1.02E-08	NA	1.90E-08	NA	NA	2.05E-09	NA	1.08E-09
P32569	YER022W	6.68E-09	8.52E-09	5.91E-09	5.59E-09	NA	NA	8.41E-10	6.21E-10	1.18E-09	NA
P32573	YNL202W	3.10E-06	1.54E-06	2.65E-07	1.92E-07	2.14E-07	5.20E-07	9.93E-08	8.82E-09	2.21E-09	6.45E-08
P32579	YGL169W	4.63E-07	4.68E-07	2.73E-07	2.32E-07	3.40E-07	1.42E-07	1.01E-07	5.86E-08	2.34E-09	2.67E-08
P32582	YGR155W	1.05E-05	1.22E-05	1.23E-05	1.12E-05	8.46E-06	1.02E-07	4.16E-07	2.33E-07	4.32E-07	9.41E-08
P32583	YKR092C	9.33E-07	5.27E-07	2.98E-07	2.59E-07	8.23E-07	2.08E-08	1.74E-08	2.97E-08	2.41E-08	8.03E-08
P32588	YNL016W	2.89E-06	3.33E-06	2.38E-06	1.89E-06	2.21E-06	2.17E-07	1.40E-07	5.26E-08	1.56E-07	1.83E-08
P32589	YPL106C	2.57E-05	2.51E-05	1.67E-05	1.34E-05	1.73E-05	2.53E-07	8.35E-07	1.62E-07	2.81E-07	2.32E-07
P32590	YBR169C	2.01E-06	1.83E-06	7.48E-07	5.45E-07	1.27E-07	4.97E-07	9.46E-08	1.58E-08	3.96E-08	3.16E-08
P32591	YJL176C	3.95E-08	1.04E-07	7.52E-08	5.38E-08	5.92E-08	3.55E-08	6.00E-09	1.54E-09	6.39E-09	3.07E-08
P32597	YIL126W	1.83E-07	2.62E-07	1.89E-07	1.57E-07	1.89E-07	2.27E-08	1.90E-08	1.82E-09	6.40E-09	5.51E-08
P32598	YER133W	1.77E-06	1.77E-06	1.28E-06	1.09E-06	9.71E-07	1.24E-07	6.66E-08	7.82E-08	5.94E-08	4.47E-08
P32599	YDR129C	3.43E-06	4.32E-06	3.20E-06	2.55E-06	2.52E-06	4.44E-07	8.74E-08	9.91E-08	1.21E-07	1.20E-07
P32602	YBL050W	1.30E-06	1.06E-06	7.29E-07	6.76E-07	5.65E-07	2.67E-08	6.23E-08	3.17E-08	6.86E-08	3.78E-08
P32604	YJL155C	5.02E-07	4.84E-07	3.25E-07	2.61E-07	2.33E-07	5.79E-08	5.07E-09	1.33E-08	2.22E-08	2.75E-08
P32605	YBR119W	NA	6.58E-08	2.85E-08	3.50E-08	1.79E-08	NA	3.89E-08	8.58E-09	1.83E-08	NA
P32606	YOR017W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32607	YOL067C	4.84E-08	5.69E-08	2.99E-08	2.11E-08	2.23E-08	1.34E-09	1.10E-08	1.34E-09	8.58E-09	NA
P32608	YGL252C	4.15E-07	4.03E-07	2.87E-07	2.18E-07	2.70E-07	1.17E-08	7.72E-09	3.40E-08	1.16E-08	2.52E-08
P32610	YEL051W	2.84E-06	4.09E-06	3.25E-06	3.10E-06	2.58E-06	5.27E-08	1.09E-07	6.71E-08	1.97E-07	2.41E-07
P32611	YEL050C	4.00E-07	3.26E-07	2.68E-07	2.04E-07	6.37E-07	3.03E-08	4.28E-08	1.17E-07	9.69E-08	3.77E-08
P32613	YEL048C	1.42E-08	1.57E-08	NA	NA	NA	NA	NA	NA	NA	NA
P32614	YEL047C	2.21E-06	2.92E-06	1.64E-06	1.46E-06	8.74E-07	7.48E-08	1.05E-08	2.50E-08	2.46E-08	7.15E-08
P32617	YEL044W	1.00E-07	1.23E-07	7.18E-08	6.32E-08	5.65E-08	1.44E-08	3.43E-09	1.04E-09	3.64E-09	6.17E-09
P32621	YEL042W	4.96E-08	6.87E-08	5.67E-08	4.36E-08	4.57E-08	NA	3.49E-09	1.63E-09	5.43E-09	NA
P32623	YEL040W	NA	6.67E-08	6.94E-08	4.35E-08	3.20E-07	NA	NA	1.65E-09	NA	NA
P32628	YEL037C	3.01E-06	3.82E-06	2.03E-06	1.79E-06	1.73E-06	2.76E-07	1.99E-08	6.74E-08	1.29E-07	4.65E-08
P32629	YEL036C	3.09E-07	4.60E-07	2.34E-07	1.89E-07	2.04E-07	5.49E-08	1.08E-07	3.46E-08	2.80E-08	8.52E-08
P32639	YER172C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32643	YER175C	1.69E-06	1.51E-06	9.38E-07	8.03E-07	4.02E-07	1.96E-07	6.43E-08	6.39E-08	4.55E-08	3.67E-08
P32644	YER176W	9.36E-09	1.58E-08	1.20E-08	1.08E-08	9.38E-09	1.87E-10	2.31E-09	8.57E-10	1.12E-09	1.33E-10
P32657	YER164W	9.96E-08	1.63E-07	1.15E-07	1.07E-07	1.22E-07	1.21E-08	2.37E-08	3.85E-09	1.52E-08	8.33E-09
P32660	YER166W	NA	1.14E-07	NA	6.11E-08	NA	NA	NA	NA	NA	NA
P32767	YGL016W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32769	YKR084C	4.54E-07	4.28E-07	2.90E-07	2.57E-07	3.65E-07	1.17E-08	1.24E-08	2.41E-08	1.97E-08	1.57E-08
P32771	YDL168W	3.13E-06	2.58E-06	1.38E-06	1.21E-06	1.19E-06	3.84E-07	1.11E-07	4.32E-08	6.61E-08	1.68E-08
P32773	YOR194C	1.21E-07	1.32E-07	8.97E-08	8.36E-08	7.97E-08	1.21E-09	5.39E-09	7.27E-09	6.73E-09	7.97E-09
P32774	YKL058W	1.54E-07	1.92E-07	1.26E-07	1.09E-07	1.05E-07	2.00E-08	2.31E-08	1.06E-08	9.59E-09	3.81E-09
P32775	YEL011W	6.04E-07	8.48E-07	5.37E-07	3.69E-07	1.94E-07	1.13E-07	3.28E-08	1.94E-08	1.25E-08	2.30E-08
P32776	YDR311W	5.66E-08	NA	4.97E-08	2.37E-08	4.33E-08	7.69E-09	NA	NA	NA	NA
P32783	YBR236C	3.94E-07	3.80E-07	2.23E-07	1.90E-07	2.41E-07	NA	6.48E-08	2.59E-08	1.24E-08	2.58E-08
P32787	YJR144W	6.33E-07	9.47E-07	5.85E-07	4.92E-07	4.18E-07	6.81E-08	5.79E-08	2.88E-08	3.07E-08	2.71E-08
P32788	YBL010C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32790	YBL007C	6.24E-07	8.11E-07	6.12E-07	5.26E-07	5.38E-07	5.57E-08	2.70E-08	3.90E-08	2.20E-08	1.57E-08
P32791	YLR214W	4.77E-08	3.75E-08	NA	2.39E-08	NA	NA	NA	NA	NA	NA
P32792	YHR017W	1.01E-07	1.52E-07	8.30E-08	7.72E-08	4.59E-08	NA	1.52E-08	1.28E-09	1.15E-08	9.24E-09
P32793	YHR016C	9.22E-07	9.80E-07	5.72E-07	4.92E-07	5.10E-07	2.31E-08	8.98E-08	3.70E-08	3.27E-09	3.36E-08
P32794	YLR397C	2.42E-07	2.97E-07	1.91E-07	2.30E-07	1.68E-07	4.08E-08	6.84E-08	1.02E-08	1.01E-07	NA
P32795	YPR024W	3.13E-07	2.74E-07	1.79E-07	1.30E-07	4.16E-07	7.29E-09	1.17E-08	6.71E-09	1.59E-08	3.19E-08
P32799	YGL191W	3.90E-06	3.66E-06	2.92E-06	2.10E-06	2.99E-06	3.31E-07	1.41E-07	2.15E-08	1.15E-07	2.70E-07
P32802	YLR083C	6.14E-08	1.04E-07	6.51E-08	5.86E-08	6.96E-08	2.55E-09	1.15E-08	1.98E-10	3.94E-09	9.10E-10
P32803	YGL200C	1.82E-06	2.18E-06	1.48E-06	1.10E-06	8.35E-07	1.34E-07	8.57E-08	1.31E-07	5.53E-08	1.95E-07
P32805	YGL254W	6.92E-08	7.09E-08	5.72E-08	3.94E-08	3.37E-08	1.09E-08	4.31E-09	4.76E-09	6.83E-09	3.72E-09
P32806	YJL044C	6.09E-08	5.23E-08	4.64E-08	2.85E-08	2.26E-08	1.48E-08	1.31E-08	8.33E-09	4.17E-09	5.14E-09
P32832	YMR091C	1.96E-07	2.42E-07	1.79E-07	1.68E-07	1.42E-07	2.86E-08	1.01E-08	1.02E-08	2.10E-08	2.36E-08
P32833	YBR060C	NA	2.24E-08	NA	1.48E-08	NA	NA	4.45E-09	NA	NA	NA
P32835	YLR293C	5.34E-07	5.92E-07	3.75E-07	3.16E-07	3.62E-07	2.35E-08	2.64E-08	1.78E-08	1.98E-08	7.74E-09
P32836	YOR185C	2.80E-05	3.20E-05	2.57E-05	1.87E-05	NA	2.41E-06	4.37E-06	NA	NA	NA
P32838	YNR032W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32839	YDR375C	8.98E-08	8.58E-08	4.88E-08	3.26E-08	1.55E-07	1.66E-08	2.86E-08	1.32E-08	6.99E-09	1.53E-08
P32842	YPL234C	NA	1.46E-06	1.22E-06	1.07E-06	NA	NA	7.69E-08	6.37E-08	9.53E-08	NA
P32843	YMR302C	3.39E-07	4.47E-07	2.76E-07	2.12E-07	1.88E-07	2.96E-08	2.94E-08	2.10E-08	2.29E-08	4.56E-08
P32844	YIL068C	5.23E-08	4.13E-08	3.13E-08	2.86E-08	2.35E-08	NA	3.34E-09	3.17E-09	3.13E-09	1.38E-09
P32854	YOR036W	NA	NA	1.01E-07	NA	NA	NA	NA	NA	NA	NA
P32855	YPR055W	3.72E-08	4.32E-08	3.34E-08	1.87E-08	1.62E-08	1.15E-10	5.21E-09	NA	5.92E-09	NA
P32857	YKL039W	6.80E-07	6.47E-07	3.62E-07	3.28E-07	2.52E-07	2.11E-07	5.09E-08	1.36E-08	4.13E-08	NA
P32860	YKL040C	9.59E-07	8.90E-07	5.16E-07	4.76E-07	5.14E-07	7.69E-08	4.49E-08	5.53E-09	4.00E-08	2.99E-08
P32861	YKL035W	5.73E-06	6.48E-06	4.99E-06	4.03E-06	2.78E-06	3.53E-07	9.69E-08	3.17E-08	2.42E-07	1.25E-07
P32864	YOR370C	1.43E-07	1.28E-07	9.12E-08	7.33E-08	1.94E-07	9.34E-09	2.13E-08	6.94E-09	6.20E-09	1.48E-08
P32867	YPL232W	1.29E-06	2.03E-06	1.43E-06	1.13E-06	9.61E-07	1.16E-07	2.02E-08	1.01E-07	1.18E-07	1.36E-07
P32874	YMR207C	9.89E-10	NA	1.22E-10	NA	5.35E-10	NA	NA	NA	NA	NA
P32875	YOR196C	9.92E-08	7.55E-08	4.92E-08	4.37E-08	1.13E-07	2.14E-08	9.25E-09	4.19E-09	2.02E-08	1.46E-08
P32891	YDL174C	4.18E-06	1.82E-06	8.08E-07	6.53E-07	3.93E-06	2.77E-07	4.19E-08	3.12E-08	2.32E-08	2.35E-07
P32892	YLL008W	1.70E-07	1.35E-07	7.01E-08	5.73E-08	2.04E-07	7.73E-09	2.43E-08	7.85E-09	5.71E-10	1.65E-08
P32895	YKL181W	3.28E-06	2.71E-06	1.53E-06	1.47E-06	2.19E-06	1.23E-07	1.86E-07	6.73E-08	1.76E-07	1.30E-07
P32896	YDR081C	3.75E-08	2.64E-08	3.65E-08	2.64E-08	3.00E-08	1.77E-08	1.71E-08	4.63E-09	3.95E-09	8.12E-09
P32897	YNR017W	1.96E-06	1.37E-06	8.95E-07	6.89E-07	2.43E-06	2.12E-07	5.73E-08	3.37E-08	9.45E-08	9.33E-08
P32898	YDR430C	2.82E-07	2.30E-07	1.45E-07	1.11E-07	3.39E-07	5.06E-08	9.60E-09	6.39E-09	1.26E-09	1.33E-08
P32899	YHR148W	1.56E-07	1.52E-07	7.89E-08	9.65E-08	1.71E-07	3.23E-08	2.22E-08	9.61E-09	1.05E-08	2.64E-08
P32901	YKR093W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32902	YHL004W	3.08E-07	2.18E-07	1.39E-07	9.69E-08	5.06E-07	2.38E-08	1.74E-08	9.13E-09	9.12E-09	3.31E-08
P32904	YHR147C	3.60E-07	2.63E-07	1.60E-07	1.26E-07	5.62E-07	2.96E-08	1.10E-08	6.96E-09	1.15E-08	2.76E-08
P32906	YJR131W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32907	YNR002C	3.07E-07	2.78E-06	NA	NA	NA	NA	1.05E-07	NA	NA	NA
P32908	YFL008W	5.51E-08	9.27E-08	6.24E-08	4.80E-08	5.24E-08	1.05E-08	1.26E-08	9.87E-09	5.42E-09	2.21E-08
P32909	YBR172C	2.30E-07	1.65E-07	1.09E-07	8.93E-08	2.60E-07	1.01E-07	3.02E-08	7.21E-09	1.95E-08	6.91E-08
P32910	YNR003C	3.63E-08	3.81E-08	2.40E-08	1.89E-08	2.80E-08	2.14E-09	4.01E-09	2.10E-09	1.06E-09	2.88E-09
P32911	YNL244C	4.61E-06	4.27E-06	2.45E-06	2.15E-06	3.40E-06	3.65E-07	2.26E-07	1.68E-07	1.58E-07	1.20E-07
P32912	YGL212W	1.47E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32913	YOR132W	1.58E-07	1.75E-07	1.30E-07	1.01E-07	8.69E-08	3.72E-09	1.12E-08	8.91E-09	2.76E-09	1.31E-08
P32914	YGR063C	6.16E-07	7.40E-07	4.56E-07	3.78E-07	4.93E-07	4.88E-08	6.23E-08	4.57E-08	1.52E-07	NA
P32915	YLR378C	2.59E-07	3.76E-07	3.10E-07	NA	1.98E-07	NA	9.08E-08	2.25E-08	NA	NA
P32916	YDR292C	2.80E-07	2.30E-07	1.51E-07	1.31E-07	1.51E-07	3.96E-08	8.10E-09	6.61E-09	8.61E-09	9.78E-09
P32939	YML001W	1.63E-06	2.67E-06	1.89E-06	1.62E-06	8.64E-07	1.37E-07	5.30E-08	7.06E-08	9.14E-08	1.38E-07
P33201	YKL009W	1.27E-06	1.30E-06	6.26E-07	5.62E-07	1.02E-06	1.99E-07	4.21E-08	1.78E-08	5.12E-08	2.91E-08
P33202	YKL010C	2.42E-08	5.82E-08	1.94E-08	2.07E-08	5.39E-09	4.95E-10	2.13E-08	7.52E-09	6.85E-09	4.71E-10
P33203	YKL012W	NA	3.81E-08	NA	NA	3.27E-08	NA	2.30E-09	NA	NA	5.73E-10
P33204	YKL013C	2.36E-06	2.66E-06	2.56E-06	1.73E-06	NA	NA	NA	NA	NA	NA
P33297	YOR117W	2.83E-06	3.02E-06	1.87E-06	1.68E-06	1.40E-06	1.87E-07	7.73E-08	2.21E-08	9.71E-08	6.48E-08
P33298	YDR394W	2.59E-06	2.85E-06	1.88E-06	1.54E-06	1.46E-06	1.03E-07	1.23E-07	1.03E-07	7.15E-08	7.16E-08
P33299	YKL145W	2.35E-06	2.61E-06	1.71E-06	1.50E-06	1.24E-06	1.30E-07	8.85E-08	5.07E-08	1.21E-07	3.39E-08
P33302	YOR153W	1.45E-07	4.11E-07	4.65E-07	2.95E-07	2.18E-07	6.80E-08	7.41E-09	4.22E-08	5.48E-08	6.76E-08
P33303	YJR095W	1.32E-05	8.02E-06	1.20E-06	3.21E-07	2.06E-06	7.89E-07	1.56E-07	1.04E-07	9.33E-08	8.79E-07
P33307	YGL238W	1.75E-07	2.29E-07	1.52E-07	1.18E-07	1.39E-07	2.97E-08	5.68E-09	1.63E-08	1.23E-08	2.84E-08
P33309	YNL001W	1.99E-07	1.88E-07	1.18E-07	8.98E-08	1.12E-07	4.75E-08	2.96E-08	2.24E-08	1.09E-08	1.05E-08
P33311	YPL270W	1.05E-07	7.80E-08	6.00E-08	5.39E-08	3.30E-08	2.04E-08	1.10E-08	8.25E-09	8.27E-09	9.87E-10
P33313	YBR155W	1.74E-07	1.88E-07	1.08E-07	9.34E-08	1.25E-07	1.55E-08	1.75E-08	2.61E-09	5.38E-09	1.20E-08
P33314	YKL092C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33317	YBR252W	2.89E-06	4.09E-06	2.43E-06	2.17E-06	2.16E-06	2.03E-07	8.32E-08	6.25E-08	6.77E-08	1.32E-07
P33322	YLR175W	2.68E-06	2.44E-06	1.33E-06	1.15E-06	2.46E-06	3.45E-07	5.43E-08	5.85E-08	8.70E-08	3.63E-08
P33324	YKL091C	6.05E-07	7.07E-07	4.88E-07	3.80E-07	3.21E-07	1.02E-07	1.71E-08	2.72E-08	1.30E-08	5.48E-08
P33327	YDL215C	2.30E-06	1.59E-06	8.11E-07	6.18E-07	2.91E-07	6.54E-07	4.93E-08	3.19E-08	5.60E-08	5.71E-08
P33328	YOR327C	1.69E-06	2.30E-06	1.74E-06	1.37E-06	9.48E-07	4.79E-07	2.55E-08	9.79E-08	1.79E-07	1.17E-07
P33329	YDR436W	1.04E-07	6.02E-08	4.50E-08	4.14E-08	3.03E-08	1.38E-08	NA	NA	5.93E-09	NA
P33330	YOR184W	6.94E-06	5.95E-06	3.81E-06	3.43E-06	4.59E-06	5.19E-07	9.58E-08	1.09E-07	1.23E-07	6.59E-08
P33331	YER009W	5.96E-06	7.89E-06	5.65E-06	4.43E-06	3.16E-06	8.24E-07	2.83E-07	2.83E-07	1.42E-06	2.00E-07
P33332	YER008C	1.53E-08	1.36E-08	1.35E-08	7.86E-09	9.17E-09	1.95E-09	3.10E-09	1.96E-09	1.36E-09	2.59E-10
P33333	YDL052C	1.14E-06	8.91E-07	6.39E-07	5.15E-07	8.98E-07	1.01E-07	6.08E-08	4.09E-08	1.37E-08	1.52E-07
P33334	YHR165C	1.14E-08	1.26E-08	7.69E-09	3.62E-09	7.90E-09	6.33E-10	NA	4.53E-09	NA	2.62E-09
P33338	YNL243W	9.49E-07	1.16E-06	7.67E-07	5.84E-07	8.11E-07	1.21E-07	3.50E-08	1.55E-08	1.66E-08	3.50E-08
P33399	YDL051W	1.41E-06	1.05E-06	5.72E-07	5.28E-07	7.87E-07	1.47E-07	5.05E-08	2.50E-08	5.43E-08	2.06E-08
P33401	YKL127W	6.52E-07	1.05E-06	6.42E-07	5.55E-07	7.35E-07	1.08E-08	6.51E-08	6.27E-08	5.50E-08	4.74E-08
P33412	YGR007W	5.08E-08	8.07E-08	6.20E-08	5.57E-08	5.86E-08	2.45E-08	6.89E-09	8.57E-09	4.58E-09	4.15E-09
P33416	YDR258C	1.05E-05	7.66E-06	5.00E-06	3.42E-06	2.99E-06	8.66E-07	1.47E-07	1.35E-07	2.05E-07	3.33E-07
P33417	YKL032C	3.29E-07	4.71E-07	3.80E-07	4.33E-07	3.19E-07	4.89E-08	5.22E-08	3.26E-08	7.58E-08	1.73E-08
P33421	YKL141W	4.37E-07	4.82E-07	3.23E-07	1.88E-07	2.70E-07	8.90E-08	3.72E-08	3.09E-08	2.85E-08	6.75E-08
P33441	YML062C	2.84E-08	3.16E-08	2.19E-08	1.95E-08	1.54E-08	2.87E-09	2.46E-09	2.51E-09	9.45E-10	6.02E-10
P33442	YLR441C	6.13E-06	6.12E-06	3.52E-06	3.02E-06	5.34E-06	3.75E-07	3.24E-07	1.08E-07	3.12E-07	1.14E-07
P33448	YOR045W	1.91E-07	2.15E-07	1.43E-07	1.07E-07	1.15E-07	6.52E-09	NA	NA	8.92E-09	NA
P33734	YBR248C	2.67E-06	2.60E-06	1.50E-06	1.36E-06	2.13E-06	1.12E-07	8.28E-09	8.62E-09	2.71E-08	4.06E-08
P33749	YKL062W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33750	YLL011W	1.51E-07	1.25E-07	6.29E-08	6.62E-08	1.92E-07	5.83E-09	9.52E-09	NA	NA	1.74E-08
P33753	YKR056W	7.33E-08	5.76E-08	4.14E-08	3.42E-08	4.99E-08	1.88E-08	2.60E-08	6.20E-10	4.34E-09	5.39E-09
P33754	YBR171W	4.34E-07	5.51E-07	3.90E-07	2.88E-07	5.01E-07	4.00E-08	3.98E-08	4.12E-08	3.35E-08	9.18E-08
P33755	YBR170C	2.70E-07	3.62E-07	2.61E-07	2.14E-07	1.42E-07	2.19E-08	8.31E-09	1.20E-08	4.67E-09	7.42E-09
P33759	YBR251W	3.45E-07	2.85E-07	1.69E-07	1.35E-07	5.07E-07	4.24E-08	4.91E-08	1.34E-08	2.16E-09	4.63E-08
P33767	YEL002C	1.13E-06	2.36E-06	1.62E-06	1.21E-06	8.13E-07	8.71E-08	7.39E-08	1.51E-07	9.55E-08	9.06E-08
P33775	YDL095W	1.16E-06	1.42E-06	1.01E-06	8.08E-07	9.51E-07	1.51E-07	1.04E-07	7.14E-08	1.56E-07	1.37E-07
P33892	YGL195W	3.25E-07	3.66E-07	2.74E-07	2.11E-07	2.79E-07	3.56E-08	2.22E-09	7.42E-09	1.52E-08	3.54E-08
P33893	YBL080C	3.63E-08	3.46E-08	2.66E-08	1.53E-08	NA	NA	NA	NA	NA	NA
P33895	YOL069W	2.28E-09	NA	NA	2.01E-09	1.63E-09	6.59E-10	NA	NA	2.39E-10	6.61E-11
P34077	YFR002W	3.71E-07	5.70E-07	3.74E-07	2.84E-07	2.26E-07	1.23E-08	1.72E-08	4.50E-08	1.92E-08	1.10E-08
P34087	YDR404C	3.02E-07	2.71E-07	1.79E-07	1.57E-07	1.73E-07	4.03E-08	1.25E-08	2.52E-08	2.43E-08	1.42E-08
P34110	YJL154C	NA	1.05E-07	8.06E-08	5.85E-08	2.73E-08	NA	NA	1.34E-08	7.07E-09	7.64E-09
P34111	YAL001C	3.42E-08	4.31E-08	3.92E-08	3.14E-08	2.84E-08	8.66E-09	9.87E-09	3.67E-09	1.28E-10	1.79E-09
P34160	YMR125W	3.70E-07	5.10E-07	3.06E-07	2.39E-07	2.06E-07	3.34E-08	7.70E-09	9.57E-09	1.16E-08	4.35E-08
P34162	YHR041C	2.00E-07	2.49E-07	1.77E-07	1.41E-07	1.47E-07	1.25E-08	2.01E-08	2.13E-08	2.33E-09	2.32E-08
P34163	YKL140W	1.08E-08	2.85E-08	1.97E-08	1.53E-08	2.54E-09	1.43E-09	2.46E-09	2.27E-09	2.06E-09	2.95E-10
P34164	YGL208W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34167	YPR163C	4.36E-06	4.49E-06	2.52E-06	2.13E-06	3.23E-06	3.22E-07	2.11E-07	4.96E-08	1.93E-07	1.23E-07
P34216	YBL047C	7.54E-07	9.95E-07	7.39E-07	6.17E-07	6.63E-07	3.93E-08	1.69E-08	3.73E-08	1.99E-08	2.12E-08
P34217	YBL051C	9.71E-08	7.78E-08	4.89E-08	3.99E-08	8.33E-08	4.23E-09	1.02E-08	2.49E-09	6.73E-10	2.56E-09
P34220	YBL055C	7.73E-08	7.77E-08	4.80E-08	4.36E-08	4.89E-08	7.88E-09	9.49E-09	1.15E-09	3.87E-09	7.08E-09
P34221	YBL056W	2.76E-06	2.48E-06	1.84E-06	1.49E-06	1.59E-06	7.71E-08	1.19E-07	3.84E-08	1.19E-07	5.40E-08
P34222	YBL057C	6.90E-07	8.86E-07	6.72E-07	4.63E-07	6.33E-07	4.90E-08	2.53E-07	5.97E-08	1.39E-07	2.36E-07
P34223	YBL058W	3.78E-06	3.84E-06	2.60E-06	2.32E-06	2.02E-06	1.70E-07	3.58E-07	2.14E-07	1.45E-07	6.82E-08
P34224	YBL059W	1.48E-08	1.34E-08	1.28E-08	9.20E-09	1.53E-08	NA	NA	6.07E-10	4.47E-11	NA
P34227	YBL064C	2.67E-06	3.56E-06	2.66E-06	1.93E-06	1.03E-06	9.63E-08	5.33E-09	9.13E-08	8.43E-08	8.72E-08
P34230	YKL188C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34232	YKL186C	2.95E-07	2.70E-07	1.97E-07	1.69E-07	2.45E-07	1.29E-08	1.85E-08	4.81E-09	1.51E-08	2.45E-09
P34237	YKL179C	6.66E-08	7.24E-08	3.84E-08	3.08E-08	1.72E-08	NA	1.77E-08	4.91E-09	4.97E-09	NA
P34240	YKL175W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P34241	YKL014C	2.36E-08	2.51E-08	1.22E-08	1.27E-08	1.94E-08	NA	3.47E-09	NA	4.59E-09	NA
P34243	YKL017C	1.81E-07	9.15E-08	NA	NA	NA	1.08E-07	NA	NA	NA	NA
P34247	YKL099C	2.13E-07	1.84E-07	1.26E-07	1.05E-07	2.05E-07	9.81E-09	1.34E-08	1.34E-08	1.52E-08	8.95E-09
P34248	YKL100C	NA	9.42E-07	2.99E-07	NA	NA	NA	NA	8.47E-08	NA	NA
P34251	YKL107W	1.56E-08	5.86E-08	3.09E-08	2.72E-08	NA	NA	7.06E-09	1.23E-08	NA	NA
P34253	YKL110C	2.14E-07	1.78E-07	1.08E-07	1.03E-07	9.87E-08	2.79E-08	6.57E-09	3.81E-09	5.16E-09	5.25E-09
P34730	YDR099W	3.85E-05	4.17E-05	2.74E-05	2.22E-05	1.18E-05	3.79E-06	2.15E-06	1.26E-06	6.50E-07	5.74E-07
P34756	YFR019W	9.44E-09	1.04E-08	7.08E-09	6.21E-09	7.69E-09	4.30E-10	1.78E-09	1.40E-09	1.37E-09	2.99E-09
P34760	YML028W	1.81E-05	1.73E-05	1.17E-05	1.04E-05	9.95E-06	9.35E-07	2.12E-07	5.93E-07	7.08E-08	6.96E-07
P34761	YNL197C	1.69E-07	1.88E-07	1.27E-07	1.05E-07	1.77E-07	4.09E-08	1.21E-08	7.04E-09	2.19E-09	3.34E-09
P34909	YER068W	8.35E-08	8.07E-08	4.70E-08	4.89E-08	4.31E-08	7.74E-09	6.52E-09	5.16E-09	4.14E-09	5.91E-09
P35127	YJR099W	4.11E-07	4.81E-07	2.19E-07	1.79E-07	1.24E-07	3.45E-08	3.56E-08	1.88E-08	1.76E-08	1.58E-08
P35169	YJR066W	NA	8.77E-09	NA	1.48E-08	4.23E-09	NA	NA	NA	2.63E-09	NA
P35172	YBR001C	7.89E-08	4.35E-08	4.08E-08	2.73E-08	NA	NA	1.25E-08	NA	NA	NA
P35176	YDR304C	3.43E-06	5.21E-06	3.62E-06	3.33E-06	1.43E-06	1.02E-06	1.25E-07	1.49E-07	2.81E-07	1.43E-08
P35177	YBR081C	NA	NA	1.63E-09	NA	NA	NA	NA	4.18E-11	NA	NA
P35178	YDR087C	2.32E-07	1.91E-07	9.68E-08	8.89E-08	1.41E-07	4.30E-08	1.04E-08	5.59E-09	7.84E-09	9.57E-09
P35179	YDR086C	2.30E-06	3.42E-06	2.33E-06	1.79E-06	7.40E-07	1.95E-07	6.46E-07	1.69E-07	2.69E-07	2.70E-07
P35180	YGR082W	7.01E-07	7.08E-07	4.31E-07	3.20E-07	8.94E-07	1.52E-08	4.01E-08	2.30E-09	1.32E-08	1.81E-08
P35181	YLR170C	1.53E-07	1.73E-07	1.11E-07	9.59E-08	9.10E-08	4.12E-09	1.73E-08	NA	2.44E-09	1.22E-08
P35182	YDL006W	6.65E-07	4.35E-07	3.44E-07	2.70E-07	3.34E-07	1.01E-07	5.91E-08	4.89E-08	2.10E-08	5.39E-08
P35184	YIR012W	9.28E-07	7.59E-07	4.58E-07	4.19E-07	7.47E-07	1.04E-07	3.87E-08	4.44E-08	4.34E-08	1.78E-08
